;id_institucion;nom_institucion;nom_institucion_html;id_carrera;nombre_carrera;nombre_carrera_HTML;nombre_carrera_no_tilde;ORM_laravel
317;320;Instituto Profesional Dr. Virginio Gómez G.;"Instituto Profesional Dr. Virginio G&oacute;mez G.";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
318;320;Instituto Profesional Dr. Virginio Gómez G.;"Instituto Profesional Dr. Virginio G&oacute;mez G.";165;Técnico en Instrumentación, Automatización y Control Industrial;"T&eacute;cnico en Instrumentaci&oacute;n, Automatizaci&oacute;n y Control Industrial";Tecnico en Instrumentacion, Automatizacion y Control Industrial;
319;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;1;Actuación y Teatro;"Actuaci&oacute;n y Teatro";Actuacion y Teatro;
320;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;2;Administración de Empresas e Ing. Asociadas;"Administraci&oacute;n de Empresas e Ing. Asociadas";Administracion de Empresas e Ing. Asociadas;
321;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;3;Administración Gastronómica;"Administraci&oacute;n Gastron&oacute;mica";Administracion Gastronomica;
322;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;5;Administración Turística y Hotelera;"Administraci&oacute;n Tur&iacute;stica y Hotelera";Administracion Turistica y Hotelera;
323;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;16;Comunicación Audiovisual y/o Multimedia;"Comunicaci&oacute;n Audiovisual y/o Multimedia";Comunicacion Audiovisual y/o Multimedia;
324;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;18;Contador Auditor;Contador Auditor;Contador Auditor;
325;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;22;Diseño de Ambientes e Interiores;"Dise&ntilde;o de Ambientes e Interiores";Diseño de Ambientes e Interiores;
326;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;23;Diseño de Vestuario;"Dise&ntilde;o de Vestuario";Diseño de Vestuario;
327;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;24;Diseño Gráfico;"Dise&ntilde;o Gr&aacute;fico";Diseño Grafico;
328;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;25;Diseño Industrial;"Dise&ntilde;o Industrial";Diseño Industrial;
329;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;34;Ingeniería Agrícola;"Ingenier&iacute;a Agr&iacute;cola";Ingenieria Agricola;
330;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;51;Ingeniería en Acuicultura y Pesca;"Ingenier&iacute;a en Acuicultura y Pesca";Ingenieria en Acuicultura y Pesca;
331;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;55;Ingeniería en Comercio Exterior;"Ingenier&iacute;a en Comercio Exterior";Ingenieria en Comercio Exterior;
332;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;56;Ingeniería en Computación e Informática;"Ingenier&iacute;a en Computaci&oacute;n e Inform&aacute;tica";Ingenieria en Computacion e Informatica;
333;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;57;Ingeniería en Conectividad y Redes;"Ingenier&iacute;a en Conectividad y Redes";Ingenieria en Conectividad y Redes;
334;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;58;Ingeniería en Construcción;"Ingenier&iacute;a en Construcci&oacute;n";Ingenieria en Construccion;
335;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;60;Ingeniería en Electricidad;"Ingenier&iacute;a en Electricidad";Ingenieria en Electricidad;
336;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;65;Ingeniería en Logística;"Ingenier&iacute;a en Log&iacute;stica";Ingenieria en Logistica;
337;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;66;Ingeniería en Marketing;"Ingenier&iacute;a en Marketing";Ingenieria en Marketing;
338;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;68;Ingeniería en Mecánica Automotriz;"Ingenier&iacute;a en Mec&aacute;nica Automotriz";Ingenieria en Mecanica Automotriz;
339;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;69;Ingeniería en Medio Ambiente;"Ingenier&iacute;a en Medio Ambiente";Ingenieria en Medio Ambiente;
340;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;71;Ingeniería en Prevención de Riesgos;"Ingenier&iacute;a en Prevenci&oacute;n de Riesgos";Ingenieria en Prevencion de Riesgos;
341;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;73;Ingeniería en Recursos Humanos;"Ingenier&iacute;a en Recursos Humanos";Ingenieria en Recursos Humanos;
342;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;76;Ingeniería en Sonido;"Ingenier&iacute;a en Sonido";Ingenieria en Sonido;
343;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;113;Publicidad;Publicidad;Publicidad;
344;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;119;Relaciones Públicas;"Relaciones P&uacute;blicas";Relaciones Publicas;
345;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;125;Técnico Agropecuario;"T&eacute;cnico Agropecuario";Tecnico Agropecuario;
346;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;128;Técnico Dental y Asistente de Odontología;"T&eacute;cnico Dental y Asistente de Odontolog&iacute;a";Tecnico Dental y Asistente de Odontologia;
347;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
348;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;131;Técnico en Administración de Recursos Humanos y Personal;"T&eacute;cnico en Administraci&oacute;n de Recursos Humanos y Personal";Tecnico en Administracion de Recursos Humanos y Personal;
349;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;132;Técnico en Administración de Redes y Soporte;"T&eacute;cnico en Administraci&oacute;n de Redes y Soporte";Tecnico en Administracion de Redes y Soporte;
350;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;133;Técnico en Administración de Ventas;"T&eacute;cnico en Administraci&oacute;n de Ventas";Tecnico en Administracion de Ventas;
351;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;134;Técnico en Administración Financiera y Finanzas;"T&eacute;cnico en Administraci&oacute;n Financiera y Finanzas";Tecnico en Administracion Financiera y Finanzas;
352;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;138;Técnico en Análisis de Sistemas;"T&eacute;cnico en An&aacute;lisis de Sistemas";Tecnico en Analisis de Sistemas;
353;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;142;Técnico en Comercio Exterior;"T&eacute;cnico en Comercio Exterior";Tecnico en Comercio Exterior;
354;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;144;Técnico en Comunicación Audiovisual;"T&eacute;cnico en Comunicaci&oacute;n Audiovisual";Tecnico en Comunicacion Audiovisual;
355;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;145;Técnico en Construcción y Obras Civiles;"T&eacute;cnico en Construcci&oacute;n y Obras Civiles";Tecnico en Construccion y Obras Civiles;
356;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;148;Técnico en Contabilidad Tributaria;"T&eacute;cnico en Contabilidad Tributaria";Tecnico en Contabilidad Tributaria;
357;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;149;Técnico en Deporte, Recreación y Preparación Física;"T&eacute;cnico en Deporte, Recreaci&oacute;n y Preparaci&oacute;n F&iacute;sica";Tecnico en Deporte, Recreacion y Preparacion Fisica;
358;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;150;Técnico en Dibujo Arquitectónico;"T&eacute;cnico en Dibujo Arquitect&oacute;nico";Tecnico en Dibujo Arquitectonico;
359;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;154;Técnico en Diseño Gráfico;"T&eacute;cnico en Dise&ntilde;o Gr&aacute;fico";Tecnico en Diseño Grafico;
360;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;155;Técnico en Electricidad y Electricidad Industrial;"T&eacute;cnico en Electricidad y Electricidad Industrial";Tecnico en Electricidad y Electricidad Industrial;
361;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
362;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;161;Técnico en Gastronomía y Cocina;"T&eacute;cnico en Gastronom&iacute;a y Cocina";Tecnico en Gastronomia y Cocina;
363;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;165;Técnico en Instrumentación, Automatización y Control Industrial;"T&eacute;cnico en Instrumentaci&oacute;n, Automatizaci&oacute;n y Control Industrial";Tecnico en Instrumentacion, Automatizacion y Control Industrial;
364;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;166;Técnico en Laboratorio Clínico;"T&eacute;cnico en Laboratorio Cl&iacute;nico";Tecnico en Laboratorio Clinico;
365;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;167;Técnico en Logística;"T&eacute;cnico en Log&iacute;stica";Tecnico en Logistica;
366;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;171;Técnico en Mecánica Automotriz;"T&eacute;cnico en Mec&aacute;nica Automotriz";Tecnico en Mecanica Automotriz;
367;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
368;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;184;Técnico en Radiología y Radioterapia;"T&eacute;cnico en Radiolog&iacute;a y Radioterapia";Tecnico en Radiologia y Radioterapia;
369;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;188;Técnico en Sonido;"T&eacute;cnico en Sonido";Tecnico en Sonido;
370;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;190;Técnico en Telecomunicaciones;"T&eacute;cnico en Telecomunicaciones";Tecnico en Telecomunicaciones;
371;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;192;Técnico en Topografía;"T&eacute;cnico en Topograf&iacute;a";Tecnico en Topografia;
372;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;194;Técnico en Turismo y Hotelería;"T&eacute;cnico en Turismo y Hoteler&iacute;a";Tecnico en Turismo y Hoteleria;
373;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
374;321;Instituto Profesional DUOC UC;Instituto Profesional DUOC UC;198;Técnico Veterinario;"T&eacute;cnico Veterinario";Tecnico Veterinario;
375;322;Instituto Profesional EATRI Instituto Profesional;Instituto Profesional EATRI Instituto Profesional;193;Técnico en Traducción e Interpretariado;"T&eacute;cnico en Traducci&oacute;n e Interpretariado";Tecnico en Traduccion e Interpretariado;
376;322;Instituto Profesional EATRI Instituto Profesional;Instituto Profesional EATRI Instituto Profesional;202;Traducción e Interpretación;"Traducci&oacute;n e Interpretaci&oacute;n";Traduccion e Interpretacion;
377;324;Instituto Profesional Escuela de Contadores Auditores de Santiago;Instituto Profesional Escuela de Contadores Auditores de Santiago;18;Contador Auditor;Contador Auditor;Contador Auditor;
378;325;Instituto Profesional Escuela Moderna de Música;"Instituto Profesional Escuela Moderna de M&uacute;sica";91;Música, Canto o Danza;"M&uacute;sica, Canto o Danza";Musica, Canto o Danza;
379;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;2;Administración de Empresas e Ing. Asociadas;"Administraci&oacute;n de Empresas e Ing. Asociadas";Administracion de Empresas e Ing. Asociadas;
380;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;18;Contador Auditor;Contador Auditor;Contador Auditor;
381;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;55;Ingeniería en Comercio Exterior;"Ingenier&iacute;a en Comercio Exterior";Ingenieria en Comercio Exterior;
382;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
383;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;137;Técnico en Ambientes e Interiores;"T&eacute;cnico en Ambientes e Interiores";Tecnico en Ambientes e Interiores;
384;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;142;Técnico en Comercio Exterior;"T&eacute;cnico en Comercio Exterior";Tecnico en Comercio Exterior;
385;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;147;Técnico en Contabilidad General;"T&eacute;cnico en Contabilidad General";Tecnico en Contabilidad General;
386;326;Instituto Profesional ESUCOMEX;Instituto Profesional ESUCOMEX;151;Técnico en Dibujo Técnico e Industrial;"T&eacute;cnico en Dibujo T&eacute;cnico e Industrial";Tecnico en Dibujo Tecnico e Industrial;
387;327;Instituto Profesional Hogar Catequístico;"Instituto Profesional Hogar Catequ&iacute;stico";98;Pedagogía en Educación Básica;"Pedagog&iacute;a en Educaci&oacute;n B&aacute;sica";Pedagogia en Educacion Basica;
388;327;Instituto Profesional Hogar Catequístico;"Instituto Profesional Hogar Catequ&iacute;stico";104;Pedagogía en Filosofía y Religión;"Pedagog&iacute;a en Filosof&iacute;a y Religi&oacute;n";Pedagogia en Filosofia y Religion;
389;328;Instituto Profesional INACAP;Instituto Profesional INACAP;3;Administración Gastronómica;"Administraci&oacute;n Gastron&oacute;mica";Administracion Gastronomica;
390;328;Instituto Profesional INACAP;Instituto Profesional INACAP;5;Administración Turística y Hotelera;"Administraci&oacute;n Tur&iacute;stica y Hotelera";Administracion Turistica y Hotelera;
391;328;Instituto Profesional INACAP;Instituto Profesional INACAP;17;Construcción Civil;"Construcci&oacute;n Civil";Construccion Civil;
392;328;Instituto Profesional INACAP;Instituto Profesional INACAP;18;Contador Auditor;Contador Auditor;Contador Auditor;
393;328;Instituto Profesional INACAP;Instituto Profesional INACAP;23;Diseño de Vestuario;"Dise&ntilde;o de Vestuario";Diseño de Vestuario;
394;328;Instituto Profesional INACAP;Instituto Profesional INACAP;24;Diseño Gráfico;"Dise&ntilde;o Gr&aacute;fico";Diseño Grafico;
395;328;Instituto Profesional INACAP;Instituto Profesional INACAP;34;Ingeniería Agrícola;"Ingenier&iacute;a Agr&iacute;cola";Ingenieria Agricola;
396;328;Instituto Profesional INACAP;Instituto Profesional INACAP;52;Ingeniería en Alimentos;"Ingenier&iacute;a en Alimentos";Ingenieria en Alimentos;
397;328;Instituto Profesional INACAP;Instituto Profesional INACAP;55;Ingeniería en Comercio Exterior;"Ingenier&iacute;a en Comercio Exterior";Ingenieria en Comercio Exterior;
398;328;Instituto Profesional INACAP;Instituto Profesional INACAP;57;Ingeniería en Conectividad y Redes;"Ingenier&iacute;a en Conectividad y Redes";Ingenieria en Conectividad y Redes;
399;328;Instituto Profesional INACAP;Instituto Profesional INACAP;58;Ingeniería en Construcción;"Ingenier&iacute;a en Construcci&oacute;n";Ingenieria en Construccion;
400;328;Instituto Profesional INACAP;Instituto Profesional INACAP;68;Ingeniería en Mecánica Automotriz;"Ingenier&iacute;a en Mec&aacute;nica Automotriz";Ingenieria en Mecanica Automotriz;
401;328;Instituto Profesional INACAP;Instituto Profesional INACAP;70;Ingeniería en Minas y Metalurgia;"Ingenier&iacute;a en Minas y Metalurgia";Ingenieria en Minas y Metalurgia;
402;328;Instituto Profesional INACAP;Instituto Profesional INACAP;71;Ingeniería en Prevención de Riesgos;"Ingenier&iacute;a en Prevenci&oacute;n de Riesgos";Ingenieria en Prevencion de Riesgos;
403;328;Instituto Profesional INACAP;Instituto Profesional INACAP;72;Ingeniería en Química;"Ingenier&iacute;a en Qu&iacute;mica";Ingenieria en Quimica;
404;328;Instituto Profesional INACAP;Instituto Profesional INACAP;75;Ingeniería en Refrigeración y Climatización;"Ingenier&iacute;a en Refrigeraci&oacute;n y Climatizaci&oacute;n";Ingenieria en Refrigeracion y Climatizacion;
405;328;Instituto Profesional INACAP;Instituto Profesional INACAP;77;Ingeniería en Telecomunicaciones;"Ingenier&iacute;a en Telecomunicaciones";Ingenieria en Telecomunicaciones;
406;328;Instituto Profesional INACAP;Instituto Profesional INACAP;81;Ingeniería Industrial;"Ingenier&iacute;a Industrial";Ingenieria Industrial;
407;328;Instituto Profesional INACAP;Instituto Profesional INACAP;83;Ingeniería Mecánica;"Ingenier&iacute;a Mec&aacute;nica";Ingenieria Mecanica;
408;328;Instituto Profesional INACAP;Instituto Profesional INACAP;112;Psicopedagogía;"Psicopedagog&iacute;a";Psicopedagogia;
409;328;Instituto Profesional INACAP;Instituto Profesional INACAP;113;Publicidad;Publicidad;Publicidad;
410;328;Instituto Profesional INACAP;Instituto Profesional INACAP;201;Trabajo Social;Trabajo Social;Trabajo Social;
411;328;Instituto Profesional INACAP;Instituto Profesional INACAP;202;Traducción e Interpretación;"Traducci&oacute;n e Interpretaci&oacute;n";Traduccion e Interpretacion;
412;329;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;18;Contador Auditor;Contador Auditor;Contador Auditor;
413;329;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;62;Ingeniería en Finanzas;"Ingenier&iacute;a en Finanzas";Ingenieria en Finanzas;
414;329;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;134;Técnico en Administración Financiera y Finanzas;"T&eacute;cnico en Administraci&oacute;n Financiera y Finanzas";Tecnico en Administracion Financiera y Finanzas;
415;329;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;Instituto Profesional Instituto de Estudios Bancarios Guillermo Subercaseaux;142;Técnico en Comercio Exterior;"T&eacute;cnico en Comercio Exterior";Tecnico en Comercio Exterior;
416;330;Instituto Profesional Instituto Internacional de Artes Culinarias y Servicios;Instituto Profesional Instituto Internacional de Artes Culinarias y Servicios;3;Administración Gastronómica;"Administraci&oacute;n Gastron&oacute;mica";Administracion Gastronomica;
417;331;Instituto Profesional Instituto Nacional del Fútbol;"Instituto Profesional Instituto Nacional del F&uacute;tbol";149;Técnico en Deporte, Recreación y Preparación Física;"T&eacute;cnico en Deporte, Recreaci&oacute;n y Preparaci&oacute;n F&iacute;sica";Tecnico en Deporte, Recreacion y Preparacion Fisica;
418;332;Instituto Profesional Instituto Superior de Artes y Ciencias de la Comunicación;"Instituto Profesional Instituto Superior de Artes y Ciencias de la Comunicaci&oacute;n";71;Ingeniería en Prevención de Riesgos;"Ingenier&iacute;a en Prevenci&oacute;n de Riesgos";Ingenieria en Prevencion de Riesgos;
419;332;Instituto Profesional Instituto Superior de Artes y Ciencias de la Comunicación;"Instituto Profesional Instituto Superior de Artes y Ciencias de la Comunicaci&oacute;n";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
420;333;Instituto Profesional IPG;Instituto Profesional IPG;126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
421;333;Instituto Profesional IPG;Instituto Profesional IPG;130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
422;333;Instituto Profesional IPG;Instituto Profesional IPG;158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
423;333;Instituto Profesional IPG;Instituto Profesional IPG;177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
424;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;2;Administración de Empresas e Ing. Asociadas;"Administraci&oacute;n de Empresas e Ing. Asociadas";Administracion de Empresas e Ing. Asociadas;
425;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;18;Contador Auditor;Contador Auditor;Contador Auditor;
426;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;51;Ingeniería en Acuicultura y Pesca;"Ingenier&iacute;a en Acuicultura y Pesca";Ingenieria en Acuicultura y Pesca;
427;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;55;Ingeniería en Comercio Exterior;"Ingenier&iacute;a en Comercio Exterior";Ingenieria en Comercio Exterior;
428;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;56;Ingeniería en Computación e Informática;"Ingenier&iacute;a en Computaci&oacute;n e Inform&aacute;tica";Ingenieria en Computacion e Informatica;
429;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;58;Ingeniería en Construcción;"Ingenier&iacute;a en Construcci&oacute;n";Ingenieria en Construccion;
430;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;62;Ingeniería en Finanzas;"Ingenier&iacute;a en Finanzas";Ingenieria en Finanzas;
431;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;66;Ingeniería en Marketing;"Ingenier&iacute;a en Marketing";Ingenieria en Marketing;
432;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;71;Ingeniería en Prevención de Riesgos;"Ingenier&iacute;a en Prevenci&oacute;n de Riesgos";Ingenieria en Prevencion de Riesgos;
433;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;73;Ingeniería en Recursos Humanos;"Ingenier&iacute;a en Recursos Humanos";Ingenieria en Recursos Humanos;
434;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;81;Ingeniería Industrial;"Ingenier&iacute;a Industrial";Ingenieria Industrial;
435;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;112;Psicopedagogía;"Psicopedagog&iacute;a";Psicopedagogia;
436;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
437;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
438;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;135;Técnico en Administración Pública o Municipal;"T&eacute;cnico en Administraci&oacute;n P&uacute;blica o Municipal";Tecnico en Administracion Publica o Municipal;
439;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;143;Técnico en Computación e Informática;"T&eacute;cnico en Computaci&oacute;n e Inform&aacute;tica";Tecnico en Computacion e Informatica;
440;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;147;Técnico en Contabilidad General;"T&eacute;cnico en Contabilidad General";Tecnico en Contabilidad General;
441;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
442;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;163;Técnico en Gestión Previsional;"T&eacute;cnico en Gesti&oacute;n Previsional";Tecnico en Gestion Previsional;
443;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;167;Técnico en Logística;"T&eacute;cnico en Log&iacute;stica";Tecnico en Logistica;
444;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
445;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
446;334;Instituto Profesional La Araucana;Instituto Profesional La Araucana;201;Trabajo Social;Trabajo Social;Trabajo Social;
447;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;2;Administración de Empresas e Ing. Asociadas;"Administraci&oacute;n de Empresas e Ing. Asociadas";Administracion de Empresas e Ing. Asociadas;
448;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;4;Administración Pública;"Administraci&oacute;n P&uacute;blica";Administracion Publica;
449;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;18;Contador Auditor;Contador Auditor;Contador Auditor;
450;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;55;Ingeniería en Comercio Exterior;"Ingenier&iacute;a en Comercio Exterior";Ingenieria en Comercio Exterior;
451;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;103;Pedagogía en Educación Técnico Profesional;"Pedagog&iacute;a en Educaci&oacute;n T&eacute;cnico Profesional";Pedagogia en Educacion Tecnico Profesional;
452;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;112;Psicopedagogía;"Psicopedagog&iacute;a";Psicopedagogia;
453;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
454;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;127;Técnico Asistente del Educador Diferencial;"T&eacute;cnico Asistente del Educador Diferencial";Tecnico Asistente del Educador Diferencial;
455;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
456;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;142;Técnico en Comercio Exterior;"T&eacute;cnico en Comercio Exterior";Tecnico en Comercio Exterior;
457;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
458;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
459;335;Instituto Profesional Latinoamericano de Comercio Exterior;Instituto Profesional Latinoamericano de Comercio Exterior;196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
460;336;Instituto Profesional Libertador de Los Andes;Instituto Profesional Libertador de Los Andes;98;Pedagogía en Educación Básica;"Pedagog&iacute;a en Educaci&oacute;n B&aacute;sica";Pedagogia en Educacion Basica;
461;336;Instituto Profesional Libertador de Los Andes;Instituto Profesional Libertador de Los Andes;177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
462;336;Instituto Profesional Libertador de Los Andes;Instituto Profesional Libertador de Los Andes;201;Trabajo Social;Trabajo Social;Trabajo Social;
463;337;Instituto Profesional Los Lagos;Instituto Profesional Los Lagos;2;Administración de Empresas e Ing. Asociadas;"Administraci&oacute;n de Empresas e Ing. Asociadas";Administracion de Empresas e Ing. Asociadas;
464;337;Instituto Profesional Los Lagos;Instituto Profesional Los Lagos;17;Construcción Civil;"Construcci&oacute;n Civil";Construccion Civil;
